Email,Name,Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course(Y/N),Placement(Y/N)?,Salary
madhuri_srivastava5@gmail.com,Madhuri Srivastava,Female,ICSE,77.1,WBCHSE,66.9,Information Technology,7.16,No,Yes,No,No,5,Yes,Not Placed,353353
dheeraj_mandal25@gmail.com,Dheeraj Mandal,Male,State Board,80.8,CBSE,85.3,Mechanical Engineering,8.94,No,No,Yes,Yes,1,Yes,Not Placed,319430
payal_shukla62@gmail.com,Payal Shukla,Female,CBSE,88.5,WBCHSE,81.8,Civil Engineering,9.21,Yes,Yes,Yes,No,5,Yes,Not Placed,400000
rakesh_das12@gmail.com,Rakesh Das,Male,State Board,90.8,CBSE,62.2,Computer Science and Engineering,7.67,Yes,Yes,No,Yes,4,No,Not Placed,344948
diya_patel47@gmail.com,Diya Patel,Female,State Board,83.1,ISE,74.5,Computer Science and Engineering,9.39,Yes,Yes,No,Yes,2,Yes,Placed,328955
naira_chauhan54@gmail.com,Naira Chauhan,Female,CBSE,90.0,ISE,86.4,Computer Science and Engineering,7.94,Yes,No,No,Yes,3,Yes,Placed,336263
indira_pandey90@gmail.com,Indira Pandey,Female,CBSE,71.5,CBSE,70.3,Computer Science and Engineering,8.31,No,No,No,Yes,2,Yes,Placed,327695
amit_bera15@gmail.com,Amit Bera,Male,WBBSE,95.6,ISE,68.7,Information Technology,9.26,Yes,No,No,Yes,2,Yes,Placed,328803
chandan_verma70@gmail.com,Chandan Verma,Male,ICSE,94.7,CBSE,67.2,Information Technology,9.47,Yes,No,No,Yes,2,Yes,Not Placed,329048
indrajit_bhattacharya59@gmail.com,Indrajit Bhattacharya,Male,CBSE,80.5,WBCHSE,83.1,Computer Science and Engineering,7.41,Yes,No,No,Yes,4,No,Not Placed,344645
payal_rao14@gmail.com,Payal Rao,Female,ICSE,80.8,ISE,73.5,Computer Science in AIML,8.16,Yes,Yes,Yes,Yes,3,Yes,Not Placed,336520
swastikbose98@gmail.com,Swastik Bose,Male,WBBSE,92.5,WBCHSE,93.0,Electronics and Communication and Engineeing,8.25,Yes,No,No,Yes,3,Yes,Not Placed,336625
dheeraj_kumar39@gmail.com,Dheeraj Kumar,Male,State Board,90.1,CBSE,92.3,Electronics and Communication Engineering,7.99,Yes,No,No,Yes,2,Yes,Placed,327321
samaira_rao81@gmail.com,Samaira Rao,Female,WBBSE,86.6,WBCHSE,76.0,Information Technology,8.17,Yes,No,No,Yes,5,Yes,Placed,400000
alok_das8@gmail.com,Alok Das,Male,CBSE,83.2,CBSE,69.5,Chemical Engineering,7.12,No,Yes,No,No,5,No,Not Placed,353306
shadwrsi9074@gmail.com,Shad Warsi,Male,State Board,57.7,Other state Board,56.7,Computer Science and Engineering,8.26,No,Yes,No,Yes,3,Yes,Not Placed,336636
neeraj_thakur10@gmail.com,Neeraj Thakur,Male,State Board,77.1,ISE,92.7,Chemical Engineering,9.05,Yes,Yes,No,Yes,2,No,Not Placed,328558
koushiki_ghosh50@gmail.com,Koushiki Ghosh,Female,State Board,91.1,CBSE,91.1,Electrical and Electronics Engineering,8.08,Yes,Yes,Yes,No,4,No,Not Placed,345426
neeraj_chauhan7@gmail.com,Neeraj Chauhan,Male,State Board,95.8,Other state Board,72.1,Electronics and Communication Engineering,9.37,No,No,No,Yes,1,Yes,Placed,319931
ankita_mazumdar91@gmail.com,Ankita Mazumdar,Female,CBSE,71.6,Other state Board,63.3,Information Technology,9.36,Yes,Yes,No,Yes,1,Yes,Placed,319920
suman_chatterjee69@gmail.com,Suman Chatterjee,Male,State Board,99.7,ISE,93.3,Chemical Engineering,8.3,Yes,Yes,Yes,No,2,No,Not Placed,327683
debika_mandal86@gmail.com,Debika Mandal,Female,State Board,79.9,ISE,79.0,Computer Science and Engineering,9.14,Yes,No,Yes,Yes,1,No,Not Placed,319663
kumarsumit84344@gmail.com,Sumit kumar,Male,ICSE,75.0,CBSE,70.0,Electronics and Communication and Engineeing,8.0,No,Yes,Yes,Yes,2,Yes,Placed,327333
aparna_agarwal62@gmail.com,Aparna Agarwal,Female,ICSE,86.3,Other state Board,85.1,Electrical Engineering,9.13,Yes,Yes,No,Yes,1,Yes,Placed,319651
adarsh_rana13@gmail.com,Adarsh Rana,Male,ICSE,82.0,Other state Board,71.7,Chemical Engineering,8.15,No,Yes,Yes,No,5,No,Not Placed,400000
anupama_verma63@gmail.com,Anupama Verma,Female,CBSE,82.4,Other state Board,72.3,Computer Science and Engineering,7.59,Yes,No,No,Yes,3,Yes,Not Placed,335855
nikhil_kumar_rai87@gmail.com,Nikhil Kumar Rai,Male,CBSE,79.8,CBSE,88.8,Electronics and Communication Engineering,9.07,Yes,Yes,No,Yes,5,Yes,Placed,400000
harshpatel28.ait@gmail.com,Harsh Patel,Male,State Board,61.0,Other state Board,53.0,Computer Science and Engineering,7.1,Yes,Yes,Yes,Yes,3,Yes,Not Placed,335283
naira_kapoor2@gmail.com,Naira Kapoor,Female,CBSE,71.2,Other state Board,81.1,Electronics and Communication Engineering,8.68,Yes,Yes,No,Yes,3,Yes,Placed,337126
abhirup_chatterjee68@gmail.com,Abhirup Chatterjee,Male,State Board,80.4,WBCHSE,92.1,Electrical Engineering,8.66,No,Yes,No,Yes,1,Yes,Placed,319103
suhana_sharma95@gmail.com,Suhana Sharma,Female,CBSE,72.0,ISE,84.8,Computer Science in Data Science,7.5,Yes,No,Yes,No,3,Yes,Not Placed,335750
indrajit_bera80@gmail.com,Indrajit Bera,Male,CBSE,72.2,Other state Board,88.6,Electronics and Communication Engineering,7.85,Yes,Yes,No,Yes,5,Yes,Placed,400000
piyali_sharma62@gmail.com,Piyali Sharma,Female,CBSE,88.2,CBSE,78.1,Computer Science in Data Science,7.78,Yes,Yes,Yes,Yes,4,Yes,Not Placed,345076
suvankar_sen65@gmail.com,Suvankar Sen,Male,State Board,73.8,ISE,77.6,Electrical and Electronics Engineering,8.22,No,Yes,Yes,No,2,Yes,Not Placed,327590
diya_mandal77@gmail.com,Diya Mandal,Female,ICSE,86.8,CBSE,71.6,Information Technology,8.15,Yes,Yes,No,No,2,No,Not Placed,327508
ananya_ganguly41@gmail.com,Ananya Ganguly,Female,CBSE,78.8,CBSE,60.9,Electronics and Communication Engineering,8.06,Yes,Yes,No,No,1,No,Not Placed,318403
shubham_kumar27@gmail.com,Shubham Kumar,Male,State Board,96.5,ISE,78.4,Computer Science and Engineering,7.71,Yes,Yes,No,Yes,1,No,Not Placed,317995
vikas_thakur55@gmail.com,Vikas Thakur,Male,State Board,88.8,CBSE,69.3,Computer Science and Engineering,8.02,No,Yes,No,Yes,4,Yes,Placed,345356
manoj_mukherjee81@gmail.com,Manoj Mukherjee,Male,WBBSE,85.4,WBCHSE,75.6,Electrical Engineering,9.16,Yes,No,No,Yes,1,Yes,Placed,319686
payal_yadav62@gmail.com,Payal Yadav,Female,ICSE,78.2,ISE,74.7,Computer Science and Engineering,8.65,Yes,Yes,No,Yes,5,Yes,Placed,400000
mousumi_mahato5@gmail.com,Mousumi Mahato,Female,State Board,80.0,Other state Board,62.3,Computer Science in Data Science,8.68,No,No,No,Yes,2,Yes,Placed,328126
rina_paul51@gmail.com,Rina Paul,Female,WBBSE,80.8,WBCHSE,85.4,Civil Engineering,8.41,Yes,Yes,No,No,3,Yes,Not Placed,336811
nisha_yadav90@gmail.com,Nisha Yadav,Female,WBBSE,97.9,WBCHSE,63.1,Chemical Engineering,9.3,Yes,Yes,Yes,Yes,1,No,Not Placed,319850
joy_das44@gmail.com,Joy Das,Male,CBSE,87.5,WBCHSE,77.8,Mechanical Engineering,8.01,No,No,Yes,Yes,5,Yes,Not Placed,400000
manish_sharma45@gmail.com,Manish Sharma,Male,ICSE,79.9,ISE,82.9,Computer Science and Engineering,8.45,Yes,Yes,No,Yes,1,Yes,Placed,318858
urmi_mahato93@gmail.com,Urmi Mahato,Female,ICSE,86.2,CBSE,76.8,Electrical and Electronics Engineering,9.12,No,Yes,No,No,2,Yes,Not Placed,328640
samik_nandi60@gmail.com,Samik Nandi,Male,ICSE,79.6,ISE,68.0,Electrical and Electronics Engineering,7.92,No,No,Yes,No,4,Yes,Not Placed,345240
arpita_dey16@gmail.com,Arpita Dey,Female,WBBSE,98.4,Other state Board,72.6,Computer Science in AIML,9.24,Yes,No,No,Yes,1,Yes,Placed,319780
susmita_kapoor60@gmail.com,Susmita Kapoor,Female,ICSE,94.1,WBCHSE,68.6,Computer Science in AIML,8.99,Yes,Yes,Yes,Yes,2,No,Not Placed,328488
trisha_modi81@gmail.com,Trisha Modi,Female,WBBSE,70.0,ISE,66.3,Electrical Engineering,7.24,No,No,No,Yes,4,Yes,Placed,344446
joy_banerjee15@gmail.com,Joy Banerjee,Male,State Board,85.7,CBSE,63.1,Civil Engineering,7.14,No,Yes,No,No,5,No,Not Placed,353330
smita_bhat61@gmail.com,Smita Bhat,Female,WBBSE,84.3,ISE,86.1,Mechanical Engineering,8.35,No,Yes,No,Yes,3,Yes,Placed,336741
madhurima_pal56@gmail.com,Madhurima Pal,Female,State Board,97.5,ISE,69.4,Information Technology,8.93,Yes,Yes,No,Yes,2,Yes,Not Placed,328418
rakesh_kumar_singh33@gmail.com,Rakesh Kumar Singh,Male,ICSE,91.1,CBSE,65.6,Computer Science and Engineering,8.8,Yes,Yes,No,Yes,1,Yes,Placed,319266
rina_mitra18@gmail.com,Rina Mitra,Female,WBBSE,83.7,CBSE,79.9,Computer Science in Data Science,9.29,Yes,Yes,Yes,No,2,No,Not Placed,328838
soma_mitra76@gmail.com,Soma Mitra,Female,WBBSE,73.6,CBSE,84.2,Computer Science and Engineering,8.4,Yes,No,No,Yes,2,Yes,Placed,327800
samik_kar21@gmail.com,Samik Kar,Male,CBSE,99.9,CBSE,65.1,Computer Science in AIML,9.11,Yes,Yes,No,Yes,2,Yes,Placed,328628
tapan_sengupta32@gmail.com,Tapan Sengupta,Male,CBSE,71.1,CBSE,81.1,Computer Science in AIML,7.65,Yes,Yes,No,Yes,2,Yes,Placed,326925
vidya_mahato8@gmail.com,Vidya Mahato,Female,State Board,94.3,Other state Board,90.9,Computer Science in Data Science,7.86,Yes,Yes,No,Yes,4,Yes,Placed,345170
debika_bhowmick14@gmail.com,Debika Bhowmick,Female,WBBSE,74.4,WBCHSE,82.3,Civil Engineering,7.22,No,Yes,No,Yes,3,Yes,Placed,335423
nshreds18@gmail.com,Shraddha nigam,Female,State Board,82.0,Other state Board,83.0,Computer Science and Engineering,6.5,Yes,Yes,No,Yes,4,Yes,Not Placed,343583
rajesh_sinha26@gmail.com,Rajesh Sinha,Male,State Board,83.5,ISE,72.5,Computer Science and Engineering,8.62,Yes,No,No,Yes,5,Yes,Placed,400000
ghoshbiswajit2406@gmail.com,Biswajit Ghosh,Male,WBBSE,88.6,WBCHSE,82.6,Information Technology,9.32,Yes,No,No,Yes,3,Yes,Placed,337873
jaykumarjk3235@gmail.com,Jay Kumar Ray,Male,State Board,73.8,BSEB,70.3,Electrical Engineering,8.89,Yes,Yes,No,Yes,4,Yes,Not Placed,346371
shubham_kumar_singh61@gmail.com,Shubham Kumar Singh,Male,ICSE,98.8,ISE,85.3,Electronics and Communication Engineering,7.16,Yes,No,No,Yes,2,Yes,Placed,326353
trisha_singh54@gmail.com,Trisha Singh,Female,State Board,83.9,CBSE,74.9,Electronics and Communication Engineering,8.15,No,Yes,No,Yes,2,Yes,Placed,327508
suvankar_dey42@gmail.com,Suvankar Dey,Male,ICSE,78.7,Other state Board,60.9,Electronics and Communication Engineering,7.5,Yes,Yes,No,Yes,2,Yes,Placed,326750
utpalmajee91@gmail.com,UTPAL MAJEE,Male,CBSE,45.0,WBCHSE,45.0,Computer Science and Engineering,5.5,No,Yes,No,Yes,3,Yes,Placed,333416
sankaranimesh1234@gmail.com,Sankar Nayak,Male,WBBSE,70.0,WBCHSE,82.0,Computer Science and Design,8.3,Yes,No,No,yes,3,Yess,Placed,336683
arnab_choudhury87@gmail.com,Arnab Choudhury,Male,WBBSE,82.3,ISE,68.1,Chemical Engineering,8.26,No,No,Yes,Yes,2,Yes,Not Placed,327636
manoj_bhowmick98@gmail.com,Manoj Bhowmick,Male,ICSE,82.4,ISE,82.9,Information Technology,8.06,Yes,No,No,No,5,Yes,Not Placed,400000
tithi_goswami59@gmail.com,Tithi Goswami,Female,CBSE,74.8,ISE,84.9,Computer Science and Engineering,7.42,Yes,No,No,Yes,1,Yes,Placed,317656
samir_roy25@gmail.com,Samir Roy,Male,CBSE,94.6,ISE,84.9,Computer Science in Data Science,8.68,Yes,Yes,Yes,No,2,Yes,Not Placed,328126
jitesh_sinha49@gmail.com,Jitesh Sinha,Male,CBSE,86.4,ISE,72.3,Electronics and Communication Engineering,9.35,Yes,Yes,Yes,No,5,No,Not Placed,400000
mita_dutta21@gmail.com,Mita Dutta,Female,WBBSE,88.6,WBCHSE,65.8,Computer Science in AIML,7.37,No,Yes,Yes,No,2,Yes,Not Placed,326598
adarsh_das18@gmail.com,Adarsh Das,Male,State Board,97.8,ISE,94.2,Civil Engineering,9.19,Yes,No,No,Yes,5,Yes,Placed,400000
mandira_kapoor63@gmail.com,Mandira Kapoor,Female,ICSE,88.8,CBSE,89.1,Computer Science and Engineering,8.34,Yes,Yes,No,No,1,Yes,Not Placed,318730
smita_yadav92@gmail.com,Smita Yadav,Female,State Board,86.7,CBSE,86.7,Computer Science and Engineering,7.77,Yes,No,No,Yes,2,Yes,Placed,327065
manish_sinha90@gmail.com,Manish Sinha,Male,CBSE,83.5,CBSE,61.1,Electrical Engineering,8.85,No,No,No,Yes,1,Yes,Placed,319325
pawan_sah12@gmail.com,Pawan Sah,Male,ICSE,99.8,ISE,75.4,Electronics and Communication Engineering,7.89,Yes,Yes,Yes,Yes,5,Yes,Not Placed,400000
abhijit_chatterjee6@gmail.com,Abhijit Chatterjee,Male,WBBSE,94.2,CBSE,90.0,Electronics and Communication Engineering,7.89,Yes,No,No,No,3,Yes,Not Placed,336205
